ID,player_name,player_id
*01p3s*,Jim Carter,01p3s
*031r1*,Pat Carter,031r1
*01p3v*,Gregory Casagranda,01p3v
*03vla*,Brian Casey,03vla
*01p3w*,Paul Casey,01p3w
*01p3x*,Scott Cashell,01p3x
*0680d*,Michael Castillo,0680d
*05oan*,Ricky Castillo,05oan
*02h6m*,Roberto Castro,02h6m
*01p41*,Martin Catalioto,01p41
*04kyk*,Edgar Catherine,04kyk
*041hg*,John Catlin,041hg
*06c23*,Christian Cavaliere,06c23
*01p48*,Marc Cayeux,01p48
*03lmt*,Rodolfo Cazaubon,03lmt
*04mul*,Michele Cea,04mul
*01p4a*,Alex Cejka,01p4a
*041hh*,Ricardo Celia,041hh
*0624f*,Filippo Celli,0624f
*01p4c*,Christian Cevaer,01p4c
*05xc9*,Eugenio Chacarra,05xc9
*041hi*,Piya Chaiyapong,041hi
*01p4g*,Greg Chalmers,01p4g
*01p4i*,Lorens Chan,01p4i
*03odr*,Shih-chang Chan,03odr
*02hzr*,Yih-Shin Chan,02hzr
*04dg7*,Tap Chanachok,04dg7
*050l6*,Yashas Chandra,050l6
*041hj*,Derek Chang,041hj
*041hk*,Yi Keun Chang,041hk
*041hl*,Hai-meng Chao,041hl
*0401l*,Paul Chaplet,0401l
*04mn6*,Adam Chapman,04mn6
*02pwz*,Roger Chapman,02pwz
*03o5l*,Gunn Charoenkul,03o5l
*051ys*,Guxin Chen,051ys
*041hm*,Zi-hao Chen,041hm
*03fax*,Ashley Chesters,03fax
*01p55*,Jimmy Chestnut,01p55
*01p58*,Danny Chia,01p58
*051yt*,Alex Chiarella,051yt
*03o5m*,Sam Chien,03o5m
*03o5n*,S Chikkarangappa,03o5n
*01vir*,John Chin,01vir
*04xn3*,Ryan Chisnall,04xn3
*041hn*,Byung-Min Cho,041hn
*04a2p*,Min Geun Cho,04a2p
*05aji*,Min-gyu Cho,05aji
*03obe*,Min-jun Cho,03obe
*0624g*,Mingyu Cho,0624g
*041ho*,Rak hyun Cho,041ho
*04lp3*,Sungmin Cho,04lp3
*029dw*,Albin Choi,029dw
*04kp0*,Gowoong Choi,04kp0
*04a2q*,Hosung Choi,04a2q
*03p8y*,Jay Choi,03p8y
*03pco*,Jinho Choi,03pco
*03o5o*,Joon-woo Choi,03o5o
*01p5y*,K.J. Choi,01p5y
*04xlo*,Michael Choi,04xlo
*04kdy*,Minchel Choi,04kdy
*02fya*,Phillip Choi,02fya
*04anf*,Varut Chomchalam,04anf
*04uqc*,Varut Chomchalam,04uqc
*03pa1*,Tze-Huang Choo,03pa1
*03o5p*,Wilson Choo,03o5p
*01p65*,Daniel Chopra,01p65
*04yre*,Witchayanon Chothirunrungru,04yre
*04miv*,Om Prakash Chouhan,04miv
*06cn4*,Tiger Christensen,06cn4
*02h6n*,Gary Christian,02h6n
*03o5q*,Thitiphun Chuayprakong,03o5q
*059fo*,Chonlatit Chuenboonngam,059fo
*01v8m*,Eric Chun,01v8m
*05olo*,Jae-Han Chun,05olo
*026hz*,David Chung,026hz
*05qvj*,Henry Chung,05qvj
*05rhl*,Jin Ho Chung,05rhl
*059g3*,Jinho Chung,059g3
*04ouf*,Sydney Chung,04ouf
*04dos*,Luca Cianchetti,04dos
*02oyp*,Victor Ciesielski,02oyp
*01p6l*,Bobby Clampett,01p6l
*03vlb*,Brad Clapp,03vlb
*01p6u*,Michael Clark II,01p6u
*01p6n*,Gary Clark,01p6n
*01p6t*,Tim Clark,01p6t
*01p6v*,Darren Clarke,01p6v
*03o5r*,Luis Claverie,03o5r
*01p6x*,Paul Claxton,01p6x
*025z9*,Will Claxton,025z9
*01p6z*,Keith Clearwater,01p6z
*023zd*,Rocky Cleland,023zd
*050tl*,Todd Clements,050tl
*01p79*,Jose Coceres,01p79
*025jw*,Tommy Cocha,025jw
*03o5s*,Rick Cochran III,03o5s
*03cul*,Case Cochran,03cul
*01p7c*,Russ Cochran,01p7c
*059u4*,Aaron Cockerill,059u4
*03o5t*,Wallie Coetsee,03o5t
*028i2*,George Coetzee,028i2
*02456*,Carling Coffing,2456
*04qm8*,Louis Cohen-Boyer,04qm8
*03ftw*,Eli Cole,03ftw
*06b4c*,Ryan Cole,06b4c
*02h6o*,Gavin Coles,02h6o
*03o5u*,Robert Coles,03o5u
*049rc*,Brett Coletta,049rc
*05rdw*,Tyler Collet,05rdw
*01p7s*,Chad Collins,01p7s
*06amg*,Cougar Collins,06amg
*01p7v*,Wil Collins,01p7v
*03i9x*,Will Collins,03i9x
*03o5v*,Javi Colomo,03o5v
*01p7y*,Nicolas Colsaerts,01p7y
*01p7z*,Andrew Coltart,01p7z
*01p80*,Erik Compton,01p80
*01vqc*,Carlos Concha,01vqc
*01s9w*,Michael Connell,01s9w
*03paj*,Austin Connelly,03paj
*05rhi*,Frank Conner,05rhi
*03ua3*,Sam Connor,03ua3
*0597b*,Estiaan Conradie,0597b
*050as*,Ruan Conradie,050as
*03o5w*,Steven Conran,03o5w
*02y97*,Donald Constable,02y97
*0603t*,Martin Contini,0603t
*01p89*,Steve Conway,01p89
*05qvq*,Charles Coody,05qvq
*050hb*,Ben Cook,050hb
*01p8c*,John Cook,01p8c
*05r59*,Michael Cook,05r59
*04fj5*,Alan Cooke,04fj5
*03o5x*,Peter Cooke,03o5x
*02zle*,Carl Cooper,02zle
*0401m*,Cory Cooper,0401m
*05tee*,Roy Cootes,05tee
*03guc*,Rob Corcoran,03guc
*05qvm*,Anthony Cordes,05qvm
*05rgr*,Cledy Cordoba,05rgr
*025rg*,Javier Cordova,025rg
*04hom*,Ben Corfee,04hom
*028i3*,Lee Corfield,028i3
*03r2n*,Jean-Philip Cornellier,03r2n
*03o5y*,Adam Cornelson,03o5y
*030vq*,Franklin Corpening,030vq
*03rw4*,Jeff Corr,03rw4
*043fc*,Matthew Cort,043fc
*04914*,Antonio Costa,4914
*01p8o*,Cesar Costilla,01p8o
*02auq*,Jeff Coston,02auq
*01p8q*,Keoke Cotner,01p8q
*01p8r*,Chris Couch,01p8r
*05qvk*,Lauren Coughlin,05qvk
*03o5z*,Dave Coupland,03o5z
*01p8u*,Fred Couples,01p8u
*04dg8*,Ugo Coussaud,04dg8
*02oyq*,Rob Couture,02oyq
*030zh*,Vince Covello,030zh
*05qyp*,Patrick Cover,05qyp
*06cq0*,Trey Cox,06cq0
*04m6n*,Chris Crabtree,04m6n
*04pku*,Ben Crancer,04pku
*01p91*,Ben Crane,01p91
*05mbt*,Aaron Crawford,05mbt
*03o60*,Adam Crawford,03o60
*041hp*,Christopher Crawford,041hp
*04cvj*,Cory Crawford,04cvj
*04ocl*,Joshua Creel,04ocl
*061p3*,Myles Creighton,061p3
*01p95*,Ben Crenshaw,01p95
*03o61*,Marco Crespi,03o61
*030zi*,Brandon Crick,030zi
*04sy6*,Chris Crisologo,04sy6
*04mcu*,Sean Crocker,04mcu
*05u24*,Daniel Croft,05u24
*05nz1*,Stoney Crouch,05nz1
*03pbw*,Tim Crouch,03pbw
*06al4*,Harrison Crowe,06al4
*04gg6*,Trace Crowe,04gg6
*03tii*,Emilio Cuartero Blanco,03tii
*02oh3*,Nick Cullen,02oh3
*05qy6*,Quade Cummins,05qy6
*01p9h*,Josh Cunliffe,01p9h
*04qm9*,George Cunningham,04qm9
*02i47*,Jeff Curl,02i47
*03cyd*,"Rod Curl, Jr.",03cyd
*03o62*,Andrew Curlewis,03o62
*01uqf*,Jon Curran,01uqf
*06cga*,Stephen Curry,06cga
*01p9r*,Ben Curtis,01p9r
*04rnn*,Thomas Curtis,04rnn
*043pk*,Steve Cutler,043pk
*03o63*,Sam Cyr,03o63
*04qma*,Adam D'Amario,04qma
*02oh4*,Adilson Da Silva,02oh4
*030f7*,Joe Daley,030f7
*041hq*,Brad Dalke,041hq
*02ibi*,David Damesworth,02ibi
*01pa8*,Robert Damron,01pa8
*0401n*,Charlie Danielson,0401n
*03o64*,Jens Dantorp,03o64
*01pah*,Steve Dartnall,01pah
*041hr*,Shankar Das,041hr
*041hs*,Franck Daux,041hs
*03pph*,Michael Davan,03pph
*04aqk*,Keenan Davidse,04aqk
*03o65*,Matt Davidson,03o65
*01paq*,Rhys Davies,01paq
*01sf5*,Guillermo Davila,01sf5
*01par*,Brian Davis,01par
*061qj*,Callum Davison,061qj
*01pb2*,Marco Dawson,01pb2
*01pb4*,Glen Day,01pb4
*03o04*,Kelvin Day,03o04
*04apf*,Alexandre Daydou,04apf
*05gd4*,Scott De Borba,05gd4
*04cob*,Andre De Decker,04cob
*01pbb*,Brendon De Jonge,01pbb
*031vf*,Eduardo De La Riva,031vf
*04y14*,Justin De Los Santos,04y14
*04mts*,Julien De Poyen,04mts
*028i4*,Floris De Vries,028i4
*01pbr*,Bryan DeCorso,01pbr
*027et*,Christopher DeForest,027et
*01pbz*,Graham DeLaet,01pbz
*05107*,Thomas DeMarco,5107
*04pi7*,Mickey DeMorat,04pi7
*04ggm*,Mookie DeMoss,04ggm
*060vp*,Morgan DeNeen,060vp
*05xsh*,Chaka DeSilva,05xsh
*050ys*,JC Deacon,050ys
*047gm*,Joe Dean,047gm
*0292w*,Stuart Deane,0292w
*030zj*,Chip Deason,030zj
*03vlc*,Mathieu Decottignies-Lafon,03vlc
*04doi*,Chanachok Dejpiratanamongkol,04doi
*03o68*,Carlos Del Moral,03o68
*05ogc*,Alejandro Del Rey,05ogc
*06bq3*,Alejandro Del Rey,06bq3
*06bt9*,Alejandro Del Rey,06bt9
*04ofp*,Cristobal Del Solar,04ofp
*03out*,Samuel Del Val,03out
*01pc1*,Brent Delahoussaye,01pc1
*04z6e*,Juan Delgado,04z6e
*03o69*,Matteo Delpodio,03o69
*01pc7*,Jay Delsing,01pc7
*0662i*,Derek Deminsky,0662i
*02jv4*,Todd Demsey,02jv4
*050y7*,Joseph Deraney,050y7
*03o6a*,Robert-Jan Derksen,03o6a
*02j72*,Casey Devoll,02j72
*04yrf*,M Dharma,04yrf
*041ht*,Enrico Di Nitto,041ht
*01pd8*,Chris DiMarco,01pd8
*03a1r*,Roberto Diaz,03a1r
*01pcv*,Keith Dicciani,01pcv
*01pcx*,Bubba Dickerson,01pcx
*061ao*,Paul Dickinson,061ao
*0510n*,Eric Dietrich,0510n
*05a0f*,Jarryd Dillas,05a0f
*06bq1*,Wenyi Ding,06bq1
*01pd9*,Robert Dinwiddie,01pd9
*04ald*,Martin Dive,04ald
*041hu*,David Dixon,041hu
*030zk*,Chris Doak,030zk
*04dan*,Hugo Dobson,04dan
*02px0*,Matt Dobyns,02px0
*052rv*,Alistair Docherty,052rv
*042vc*,Stephen Dodd,042vc
*01pdn*,Trevor Dodds,01pdn
*02i48*,Will Dodson,02i48
*03o6b*,Andrew Dodt,03o6b
*05grs*,Justin Doeden,05grs
*02oyr*,Greg Doherty,02oyr
*03o6c*,Jack Doherty,03o6c
*03o6d*,Agustin Domingo,03o6d
*03nux*,Matias Dominguez,03nux
*03o6e*,Puma Dominguez,03o6e
*03pcp*,Paul Donahoo,03pcp
*02aur*,Jamie Donaldson,02aur
*03d9q*,Andrew Dorn,03d9q
*061ax*,Cooper Dossey,061ax
*04ylu*,Bruce Doucett,04ylu
*01pe4*,Nick Dougherty,01pe4
*02aus*,Sean Dougherty,02aus
*04e1s*,Billy Downes,04e1s
*02x1p*,Dennis Downs,02x1p
*03o6f*,Geoff Drakeford,03o6f
*01pei*,Bradley Dredge,01pei
*04oug*,Frederik Dreier,04oug
*03o6g*,Brett Drewitt,03o6g
*04xr5*,Juran Dreyer,04xr5
*01pep*,James Driscoll,01pep
*04ocm*,Jesse Droemer,04ocm
*01peu*,David Drysdale,01peu
*03o6h*,CJ Du Plessis,03o6h
*041l8*,Hennie Du Plessis,041l8
*05a0w*,James Du Preez,05a0w
*04406*,Jared Du Toit,4406
*03o6i*,Edouard Dubois,03o6i
*01v8n*,Victor Dubuisson,01v8n
*02h6p*,Eric Dugas,02h6p
*01pf4*,Ken Duke,01pf4
*02oh5*,Alan Dunbar,02oh5
*01pf7*,Brian Duncan,01pf7
*04zn2*,Kevin Duncan,04zn2
*05wqu*,Michael Duncan,05wqu
*02h6q*,Scott Dunlap,02h6q
*03msn*,Tyler Dunlap,03msn
*03fay*,Paul Dunne,03fay
*01pfd*,Joe Durant,01pfd
*06c1f*,Taylor Durham,06c1f
*01pfi*,David Duval,01pfi
*0524a*,Brian Dwyer,0524a
*03o6k*,Paul Dwyer,03o6k
*01pfp*,Simon Dyson,01pfp
*04czm*,Paul Earnest,04czm
*03o6l*,Greg Eason,03o6l
*03og9*,Bryce Easton,03og9
*0510o*,Chandler Eaton,0510o
*049jw*,Fumihiro Ebine,049jw
*041hv*,Ben Eccles,041hv
*03wh2*,Borja Echart,03wh2
*03d9r*,Andres Echavarria,03d9r
*01pfx*,Rafa Echenique,01pfx
*03o6m*,Pelle Edberg,03o6m
*01pg1*,Johan Edfors,01pg1
*041hw*,Richard Edginton,041hw
*041hx*,Zach Edmondson,041hx
*01pg7*,Joel Edwards,01pg7
*027eu*,Matthew Edwards,027eu
*01pga*,Simon Edwards,01pga
*01pgc*,Kent Eger,01pgc
*03o6n*,Mathias Eggenberger,03o6n
*0401o*,Jacob Eggers,0401o
*01pge*,Dave Eichelberger,01pge
*05loa*,Adam Eineving,05loa
*04mtt*,Sean Einhaus,04mtt
*03o6o*,Brad Elder,03o6o
*047gn*,Thomas Elissalde,047gn
*01pgl*,Steve Elkington,01pgl
*01pgm*,Peter Ellebye,01pgm
*04fyl*,Harry Ellis,04fyl
*01pgr*,John Ellis,01pgr
*01pgv*,Ernie Els,01pgv
*03o6p*,Jamie Elson,03o6p
*03o6q*,Nacho Elvira,03o6q
*054yv*,Kenta Endo,054yv
*0597c*,Will Enefer,0597c
*03faz*,Rhys Enoch,03faz
*04t42*,Jae-woong Eom,04t42
*026ml*,Chris Epperson,026ml
*02aut*,Scott Erdmann,02aut
*01pha*,David Erdy,01pha
*03o6r*,Krister Eriksson,03o6r
*04p9o*,Martin Eriksson,04p9o
*04ysz*,Philip Eriksson,04ysz
*02x6l*,Derek Ernst,02x6l
*03o6s*,Edouard Espana,03o6s
*03gud*,Frank Esposito,03gud
*01phj*,Bob Estes,01phj
*03mqh*,Jeronimo Esteve,03mqh
*02i25*,Joaquin Estevez,02i25
*049dx*,Kasper Estrup,049dx
*01shx*,Julian Etulain,01shx
*04yrg*,Lukas Euler,04yrg
*029i5*,Mitch Evanecz,029i5
*041hy*,Andrew Evans,041hy
*01wsy*,Barry Evans,01wsy
*03o6t*,Ben Evans,03o6t
*04ajv*,Chris Evans,04ajv
*03pa2*,Ryan Evans,03pa2
*04ru4*,Broc Everett,04ru4
*01pht*,Matt Every,01pht
*061p4*,Jodi Ewart Shadoff,061p4
*061qg*,A.J. Ewart,061qg
*03o6u*,Jens Fahrbring,03o6u
*03o46*,John Faidley,03o46
*041hz*,Seth Fair,041hz
*01phy*,Nick Faldo,01phy
*03o6v*,Scott Fallon,03o6v
*04sq1*,Todd Fanning,04sq1
*03o6w*,Oliver Farr,03o6w
*01pi3*,Sean Farren,01pi3
*01tkj*,Matt Fast,01tkj
*031vg*,Niclas Fasth,031vg
*01pi8*,Derek Fathauer,01pi8
*02i0a*,Armando Favela,02i0a
*01pib*,Brad Faxon,01pib
*06692*,Clay Feagler,6692
*05u6b*,Michael Feagles,05u6b
*04lym*,Colin Featherstone,04lym
*061aw*,Tim Feenstra,061aw
*04au9*,Christopher Feldborg-Nielsen,04au9
*041i0*,Jarryd Felton,041i0
*045qj*,Mathieu Fenasse,045qj
*03ua4*,Neil Fenwick,03ua4
*02h7e*,Keith Fergus,02h7e
*02oys*,Ben Ferguson,02oys
*04p1o*,Ewen Ferguson,04p1o
*06al2*,Mateo Fernandez de Oliveira,06al2
*05xun*,Juan Diego Fernandez,05xun
*041l9*,Scott Fernandez,041l9
*01pip*,Gonzalo Fernandez-Castano,01pip
*03o6y*,Jorge Fernandez-Valdes,03o6y
*03o6z*,Le Roux Ferreira,03o6z
*050at*,Stephen Ferreira,050at
*03o70*,Steven Ferreira,03o70
*03o71*,Tyrone Ferreira,03o71
*02nhp*,Jess Ferrell,02nhp
*028i5*,Kenneth Ferrie,028i5
*04407*,Branson Ferrier,4407
*01pj0*,Darren Fichardt,01pj0
*041i1*,Sam Fidone,041i1
*01pj1*,Jon Fiedler,01pj1
*0308k*,Jack Fields,0308k
*04apg*,Pedro Figueiredo,04apg
*02i26*,Edward Figueroa,02i26
*04muc*,Andrew Filbert,04muc
*01pj6*,Richard Finch,01pj6
*04q8k*,Skyler Finnell,04q8k
*01pj9*,Todd Fischer,01pj9
*02zlk*,Zack Fischer,02zlk
*062o6*,Mardy Fish,062o6
*04fym*,Darin Fisher,04fym
*01pjc*,"Trevor Fisher, Jr.",01pjc
*01pja*,Oliver Fisher,01pja
*01pjb*,Ross Fisher,01pjb
*05m6l*,Angus Flanagan,05m6l
*02jmp*,Nick Flanagan,02jmp
*050ye*,Patrick Flavin,050ye
*04iyd*,Finn Fleer,04iyd
*01pji*,Steve Flesch,01pji
*01pjk*,Kyle Flinton,01pjk
*03o72*,Nils Floren,03o72
*031vi*,Oscar Floren,031vi
*02fwc*,Erik Flores,02fwc
*01pjq*,Martin Flores,01pjq
*01pjr*,Raymond Floyd,01pjr
*01pjs*,Robert Floyd,01pjs
*0626y*,Jack Floydd,0626y
*02jze*,Jonathan Fly,02jze
*03amx*,Kevin Foley,03amx
*04x7h*,Benjamin Follet-Smith,04x7h
*03pjn*,Dominic Foos,03pjn
*03o73*,Charlie Ford,03o73
*06cq1*,David Ford,06cq1
*03o74*,Matt Ford,03o74
*048ss*,Julien Foret,048ss
*05u27*,Sam Forgan,05u27
*031vj*,Grant Forrest,031vj
*01pjz*,Dan Forsman,01pjz
*03vld*,Simon Forsstrom,03vld
*01pk1*,Alastair Forsyth,01pk1
*03o75*,Mark Foster,03o75
*03o76*,Peter Fowler,03o76
*03o77*,Daniel Fox,03o77
*02yet*,Steven Fox,02yet
*01pkg*,Philip Francis,01pkg
*01pki*,Carlos Franco,01pki
*02a2m*,Garrett Frank,02a2m
*04le9*,Alex Franklin,04le9
*04zjc*,Ray Franz,04zjc
*01pkn*,Marcus Fraser,01pkn
*01pkp*,Oscar Fraustro,01pkp
*01pkr*,Harrison Frazar,01pkr
*01pkt*,Cody Freeman,01pkt
*025z2*,Jeff Freeman,025z2
*01pkv*,Robin Freeman,01pkv
*05ldj*,Jeremy Freiburghaus,05ldj
*06b7v*,Chris French,06b7v
*029i6*,Brad Fritsch,029i6
*03o79*,Florian Fritsch,03o79
*04dao*,Fredrik From,04dao
*05a9b*,Jason Froneman,05a9b
*0306f*,Charles Frost,0306f
*01pl9*,David Frost,01pl9
*02px1*,Michael Frye,02px1
*04rxh*,Alexandre Fuchs,04rxh
*01pld*,Tadd Fujikawa,01pld
*02oh6*,Yoshinori Fujimoto,02oh6
*01pli*,Hiroyuki Fujita,01pli
*03o7b*,Keiichiro Fukabori,03o7b
*039rl*,Nicholas Fung,039rl
*01pls*,Fred Funk,01pls
*05a0g*,Taylor Funk,05a0g
*04ocn*,Koki Furuta,04ocn
*01plv*,Jim Furyk,01plv
*06ald*,Nick Gabrelcik,06ald
*042v1*,Tye Gabriel,042v1
*01pm0*,Brian Gaffney,01pm0
*03o7c*,Lorenzo Gagli,03o7c
*04pi8*,Luis Gagne,04pi8
*01pm2*,Tommy Gainey,01pm2
*04on7*,Daniel Gale,04on7
*05osi*,Mario Galiano Aguilar,05osi
*01pm7*,Stephen Gallacher,01pm7
*01pmb*,"Jim Gallagher, Jr.",01pmb
*04p41*,Abel Gallegos,04p41
*0500x*,Nicolo Galletti,0500x
*01pmh*,Robert Gamez,01pmh
*04alm*,Toto Gana,04alm
*06cpy*,Manu Gandas,06cpy
*059ud*,Jeremy Gandon,059ud
*03o7d*,George Gandranata,03o7d
*045qk*,Chris Gane,045qk
*03o7e*,Rahil Gangjee,03o7e
*01pml*,Stephen Gangluff,01pml
*05u78*,Luke Gannon,05u78
*03dle*,Joey Garber,03dle
*03a1s*,Jordi Garcia Pinto,03a1s
*05gsq*,Sebastian Garcia Rodriguez,05gsq
*05odu*,Sebastian Garcia Rodriguez,05odu
*062dd*,Sebastian Garcia Rodriguez,062dd
*05oao*,Jordi Garcia del Moral,05oao
*01pmr*,Federico Garcia,01pmr
*02yta*,Jorge Garcia,02yta
*04saz*,Alfredo Garcia-Heredia,04saz
*02y9d*,Scott Gardiner,02y9d
*02hzo*,Tom Gardner,02hzo
*01pn0*,Rob Garland,01pn0
*02i0y*,Alejandro Garmendia,02i0y
*049ug*,Jonathan Garrick,049ug
*01pn3*,Ignacio Garrido,01pn3
*03p8z*,Jose Garrido,03p8z
*01pn4*,Robert Garrigus,01pn4
*01pn5*,Ryan Garrity,01pn5
*01uzx*,Dustin Garza,01uzx
*01pn8*,Bobby Gates,01pn8
*03ryc*,C.J. Gatto,03ryc
*06dqj*,Alex Gaugert,06dqj
*03o7f*,Chris Gaunt,03o7f
*01pnb*,Daniel Gaunt,01pnb
*01pnc*,Bob Gaus,01pnc
*041i2*,Stanislas Gautier,041i2
*0586w*,Daniel Gavins,0586w
*01pnd*,Brian Gay,01pnd
*04pi9*,David Gazzolo,04pi9
*01pne*,Elliot Gealy,01pne
*01pnf*,Josh Geary,01pnf
*05t5f*,Mark Geddes,05t5f
*03o7g*,Adam Gee,03o7g
*04rij*,Devin Gee,04rij
*03p90*,Brad Gehl,03p90
*01pnh*,Brent Geiberger,01pnh
*04lea*,Michael Gellerman,04lea
*0401p*,Domenico Geminiani,0401p
*04gg7*,Mike Genovese,04gg7
*02oh7*,Andrew Georgiou,02oh7
*061qz*,Ryan Gerard,061qz
*01pnn*,Kyle German,01pnn
*05gsx*,Deon Germishuys,05gsx
*03svj*,Ben Geyer,03svj
*03pcq*,Nico Geyger,03pcq
*04leb*,Dino Giacomazzi,04leb
*06cke*,Jay Giannetto,06cke
*01v8r*,Judd Gibb,01v8r
*049rd*,James Gibellini,049rd
*03fb0*,Rhein Gibson,03fb0
*05t56*,Tommy Gibson,05t56
*01z7x*,Brendan Gielow,01z7x
*043pl*,Matt Gilchrest,043pl
*02h7u*,Matthew Giles,02h7u
*05grj*,Parker Gillam,05grj
*0597d*,Oliver Gillberg,0597d
*01pob*,Derek Gillespie,01pob
*03o7h*,Nick Gillespie,03o7h
*03mmp*,Chris Gilley,03mmp
*03pa3*,Linus Gillgren,03pa3
*04xp3*,Sam Gillis,04xp3
*01poe*,Tom Gillis,01poe
*03svk*,Chris Gilman,03svk
*041i3*,Joel Girrbach,041i3
*0483e*,Mathias Gladbjerg,0483e
*02hzs*,David Gleeson,02hzs
*01uwt*,Tom Gleeton,01uwt
*04phv*,Jacob Glennemo,04phv
*02oyt*,Michael Gligic,02oyt
*04qmb*,Christian Gloet,04qmb
*06agn*,Randy Glover,06agn
*0586x*,Lloyd Jefferson Go,0586x
*02i27*,Maximiliano Godoy,02i27
*066p1*,Conner Godsey,066p1
*049qu*,Drew Goff,049qu
*05rbr*,Matt Gogel,05rbr
*041i4*,Robin Goger,041i4
*01poy*,Mathew Goggin,01poy
*01pp0*,Aaron Goldberg,01pp0
*03pa4*,Kevin Golding,03pa4
*01pp7*,Fabian Gomez,01pp7
*01pp8*,Rafael Gomez,01pp8
*0500y*,Santiago Gomez,0500y
*062er*,Jean-Baptiste Gonnet,062er
*01ppa*,Andres Gonzales,01ppa
*01ppb*,Ernie Gonzalez,01ppb
*04307*,Geoff Gonzalez,4307
*03o7i*,Ricardo Gonzalez,03o7i
*04obb*,Noah Goodwin,04obb
*01ppj*,Retief Goosen,01ppj
*01ppl*,Scott Gordon,01ppl
*01ppm*,Jason Gore,01ppm
*01ppn*,Jim Gormley,01ppn
*03c83*,Oliver Goss,03c83
*01ppp*,David Gossett,01ppp
*03o7j*,Ricardo Gouveia,03o7j
*01ppt*,Jeff Gove,01ppt
*01ppw*,Paul Goydos,01ppw
*05oh4*,Luke Graboyes,05oh4
*01ppx*,Branden Grace,01ppx
*04phw*,Mateusz Gradecki,04phw
*02hzz*,Austin Graham,02hzz
*06cwy*,Linn Grant,06cwy
*060ij*,Austin Greaser,060ij
*05unq*,John Greco,05unq
*03rld*,Garland Green,03rld
*03o7k*,Gavin Green,03o7k
*03cb0*,Hunter Green,03cb0
*01pqf*,Nathan Green,01pqf
*01pqg*,Richard Green,01pqg
*03ouu*,Daniel Greene,03ouu
*061re*,Keith Greene,061re
*03fty*,Robbie Greenwell,03fty
*04gyu*,Greg Gregory,04gyu
*0433e*,Scott Gregory,0433e
*06c22*,J.J. Grey,06c22
*01pqo*,Christo Greyling,01pqo
*05y0f*,J.P. Griffin,05y0f
*04ooz*,J.T. Griffin,04ooz
*03o7l*,Matthew Griffin,03o7l
*02ygv*,Glen Griffith,02ygv
*046ye*,Curtis Griffiths,046ye
*03d9s*,Simon Griffiths,03d9s
*05ric*,Patrick Grimes,05ric
*03d9t*,Will Grimmer,03d9t
*01pqx*,Mike Grob,01pqx
*059qn*,Clinton Grobler,059qn
*059vw*,Coert Groenewald,059vw
*03o7m*,Vaughn Groenewald,03o7m
*01pr0*,Mathias Gronberg,01pr0
*04ycb*,Andreas Gronkvist,04ycb
*03o7n*,Adam Groom,03o7n
*03p91*,Sebastien Gros,03p91
*01pr2*,"Stephan Gross, Jr.",01pr2
*05t55*,Larkin Gross,05t55
*06b7u*,Russell Grove,06b7u
*01pr5*,Rob Grube,01pr5
*05oj5*,Juan Jose Guerra,05oj5
*01s9y*,Estanislao Guerrero,01s9y
*01prf*,Bret Guetz,01prf
*02ton*,Vaita Guillaume,02ton
*0680s*,Danny Guise,0680s
*05qvp*,Jordan Gumberg,05qvp
*03qbb*,Jimmy Gunn,03qbb
*01prs*,Peter Gustafsson,01prs
*02k0o*,Austin Gutgsell,02k0o
*02jzr*,Luke Guthrie,02jzr
*01prv*,Scott Gutschewski,01prv
*03o7p*,Matthew Guyatt,03o7p
*01ps3*,Bill Haas,01ps3
*01ps4*,Hunter Haas,01ps4
*01ps5*,Jay Haas,01ps5
*03ua5*,Jerry Haas,03ua5
*01ps7*,Mark F. Haastrup,01ps7
*04gyo*,Markus Habeler,04gyo
*029i7*,Josh Habig,029i7
*03mpo*,Jhared Hack,03mpo
*032pu*,Brian Hadley,032pu
*03sgg*,Birgir Hafthorsson,03sgg
*04aln*,Stewart Hagestad,04aln
*05gtr*,David Hague,05gtr
*03mlh*,Brandon Hagy,03mlh
*030zm*,John Hahn,030zm
*05t5h*,Jordan Hahn,05t5h
*03o7q*,Alex Haindl,03o7q
*048st*,Shun Yat Hak,048st
*04q8l*,Toni Hakula,04q8l
*01xry*,Ray Halbritter,01xry
*02jtm*,Paul Haley II,02jtm
*02oh8*,Ashley Hall,02oh8
*01xrz*,Gavin Hall,01xrz
*04ano*,Kevin Hall,04ano
*05udl*,Ryan Hall,05udl
*050hc*,Tyler Hall,050hc
*03xl6*,Eric Hallberg,03xl6
*03o7r*,Ryan Haller,03o7r
*04m6o*,Andreas Halvorsen,04m6o
*03o7s*,Jeongwoo Ham,03o7s
*04yt0*,Kosuke Hamamoto,04yt0
*01pt3*,Alex Hamilton,01pt3
*03sco*,Blair Hamilton,03sco
*01pt6*,Todd Hamilton,01pt6
*03ppi*,Cole Hammer,03ppi
*05nle*,Marc Hammer,05nle
*01pt8*,Donnie Hammond,01pt8
*01pta*,Travis Hampshire,01pta
*02k0t*,Hunter Hamrick,02k0t
*01t3n*,Chang-Won Han,01t3n
*04807*,Min-kyu Han,4807
*01pte*,Seungsu Han,01pte
*033r9*,Kirk Hanefeld,033r9
*065po*,Joseph Hanko,065po
*062da*,Chase Hanna,062da
*04aaj*,Sorachut Hansapiban,04aaj
*01ptl*,Anders Hansen,01ptl
