"ID","Player","Team","Position","RkOv","Status","FPts","FP/G","Ros","+/-","Par","Bir","Eag","Bog","DBo","Alb","H1","TP","Oth","Plc"
"*01ori*","Stuart Anderson","null","null","433","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01orn*","Fredrik Andersson Hed","null","null","434","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01orp*","Billy Andrade","null","null","435","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03wo0*","Pep Angles","null","null","436","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*041ag*","Mark Anguiano","null","null","437","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04muk*","Maverick Antcliff","null","null","438","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*02hzq*","Kiradech Aphibarnrat","null","null","439","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01os2*","Stuart Appleby","null","null","440","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*0412r*","Paul Apyan","null","null","441","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01os5*","Alex Aragon","null","null","442","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04xi7*","Yutaka Araki","null","null","443","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01os8*","Phillip Archer","null","null","444","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03228*","Connor Arendell","null","null","445","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04v97*","Shariffuddin Ariffin","null","null","446","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*02i22*","Alvaro Arizabaleta","null","null","447","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*0440a*","Hinrich Arkenau","null","null","448","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03uzh*","Marcus Armitage","null","null","449","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01osb*","Ryan Armour","null","null","221","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01osc*","Tommy Armour","null","null","450","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04pcb*","Dawson Armstrong","null","null","451","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01osd*","Michael Arnaud","null","null","452","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04dg6*","Adri Arnaus","null","null","453","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03o4f*","Jamie Arnold","null","null","454","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01osf*","Sam Arnold","null","null","455","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03o4g*","Scott Arnold","null","null","456","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*043cg*","Jarand Ekeland Arnoy","null","null","457","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*042vb*","Christian Aronsen","null","null","458","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04bfi*","Riley Arp","null","null","459","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03o4h*","Wisut Artjanawat","null","null","460","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03pcn*","Oskar Arvidsson","null","null","461","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*040b3*","Yosuke Asaji","null","null","462","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*05rhm*","Wu Ashun","null","null","463","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03y7k*","Matt Atkins","null","null","269","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01ost*","Arjun Atwal","null","null","303","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04zjb*","John Augenstein","null","null","464","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*05a0e*","Daniel Augustus IV","null","null","465","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01osy*","Woody Austin","null","null","466","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*05mry*","Michael Auterson","null","null","467","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01ot0*","Clint Avret","null","null","468","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*05osg*","Gabriel Axell","null","null","469","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*06cqd*","John Axelsen","null","null","470","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01ot2*","Eric Axley","null","null","471","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*06kxg*","Kevin Aylwin","null","null","472","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01ot4*","Mauricio Azcue","null","null","473","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01ot5*","Paul Azinger","null","null","474","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04pih*","Chris Babcock","null","null","475","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01ot8*","Ryan Baca","null","null","476","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*05lo9*","Nick Bachem","null","null","477","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03lly*","Camden Backel","null","null","478","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*059vn*","Yongjun Bae","null","null","479","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03reh*","Youn-Ho Bae","null","null","480","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*039rk*","Seuk-Hyun Baek","null","null","481","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*02zlj*","Todd Baek","null","null","482","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03o4i*","Kemarol Baharin","null","null","483","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*051yr*","Bobby Bai","null","null","484","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04ofo*","Thomas Baik","null","null","485","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*059ts*","Braden Bailey","null","null","486","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01otl*","Graham Baillargeon","null","null","487","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01otp*","Briny Baird","null","null","488","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*05u3l*","Sam Bairstow","null","null","489","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04idr*","Honey Baisoya","null","null","490","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03tih*","Chris Baker","null","null","272","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*02yex*","Mark Baker","null","null","491","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01ott*","Peter Baker","null","null","492","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01otu*","Ian Baker-Finch","null","null","493","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*060p7*","Michael Balcar","null","null","494","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03rlo*","Alister Balcombe","null","null","495","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*02448*","Chase Baldwin","null","null","496","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03l8l*","Mark Baldwin","null","null","497","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*02k0q*","Matthew Baldwin","null","null","498","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01ycr*","Daniel Balin","null","null","499","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*050av*","Todd Balkin","null","null","500","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*06cmk*","Jose Luis Ballester","null","null","501","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04z6c*","Mike Ballo, Jr.","null","null","502","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*05t59*","Peter Ballo","null","null","503","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04912*","Carlos Balmaseda","null","null","504","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*050qv*","Timon Baltl","null","null","505","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04pid*","Shintaro Ban","null","null","506","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*0332i*","Eric Banks","null","null","507","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04199*","Philip Barbaree","null","null","508","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*02ym9*","Blayne Barber","null","null","509","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04y12*","Garrett Barber","null","null","510","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01shw*","Daniel Barbetti","null","null","511","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*027er*","Michael Barbosa","null","null","512","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01ou9*","Rich Barcelo","null","null","513","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*05te6*","Luis Fernando Barco","null","null","514","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*0401j*","Derek Bard","null","null","515","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*025rf*","Justin Bardgett","null","null","516","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04mhn*","Kyle Barker","null","null","517","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01oud*","Craig Barlow","null","null","518","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03o4k*","Jason Barnes","null","null","519","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01oue*","Kurt Barnes","null","null","520","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01oui*","Scott Barr","null","null","521","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04dop*","Derek Barron","null","null","522","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01oul*","Doug Barron","null","null","523","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*06c7r*","Haydn Barron","null","null","524","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01wsx*","Jonathan Bartlett","null","null","525","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01ouq*","Chris Baryla","null","null","526","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03o4l*","Christiaan Basson","null","null","527","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01ouv*","Brian Bateman","null","null","528","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04mmg*","Harry Bateman","null","null","529","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03wwo*","Wil Bateman","null","null","530","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*06c1d*","Wil Bateman","null","null","531","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01ouw*","Ben Bates","null","null","532","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01ov0*","Doug Batty","null","null","533","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04sy4*","Zachary Bauchou","null","null","534","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*05mlt*","Derek Bayley","null","null","535","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03o4m*","Jay Bayron","null","null","536","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03o4n*","Rufino Bayron","null","null","537","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04gyt*","Alex Beach","null","null","538","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03v3v*","Ross Beal","null","null","539","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03scn*","James Beale","null","null","540","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01ov8*","Andy Bean","null","null","541","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03o4o*","Ray Beaufils","null","null","542","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03ppf*","Jared Becher","null","null","543","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03v3w*","Romain Bechu","null","null","544","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04dx3*","James Beck III","null","null","545","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04koz*","Darren Beck","null","null","546","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03o4p*","Rafael Becker","null","null","547","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*061rb*","Andrew Beckler","null","null","548","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*061qo*","Aubrey Beckley","null","null","549","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01ovf*","Cameron Beckman","null","null","550","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01ovg*","Colby Beckstrom","null","null","551","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*05h2y*","Aadil Bedi","null","null","552","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01ovh*","Rich Beem","null","null","553","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01ovi*","Notah Begay III","null","null","554","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*05gci*","Jean Bekirian","null","null","555","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*02pm4*","Oliver Bekker","null","null","556","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01ovo*","Charlie Beljan","null","null","557","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04ln6*","Ross Bell","null","null","558","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04y5t*","Isidro Benitez","null","null","275","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*05xuo*","Juan Carlos Benitez","null","null","559","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01t3m*","Brad Benjamin","null","null","560","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*02oh2*","Warren Bennett","null","null","561","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*02pwy*","Frank Bensel","null","null","562","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*05t57*","Frank Bensel","null","null","563","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03o4q*","Seve Benson","null","null","564","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01ow6*","Ryan Benzel","null","null","565","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03yr4*","Clement Berardo","null","null","566","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03ppg*","Rich Berberian","null","null","567","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03o4r*","Filippo Bergamaschi","null","null","568","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01ow8*","David Berganio","null","null","569","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*047zy*","Oscar Bergman","null","null","570","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*049rb*","Daniel Berna Manzanares","null","null","571","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03o4s*","Adrien Bernadet","null","null","572","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04405*","Hugo Bernard","null","null","573","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03xlv*","Nino Bertasio","null","null","574","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04dam*","Elias Bertheussen","null","null","575","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03o4t*","Travis Bertoni","null","null","576","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04z6d*","Justin Bertsch","null","null","577","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01owl*","Shane Bertsch","null","null","578","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*0452w*","Wil Besseling","null","null","579","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*061ql*","Wil Besseling","null","null","580","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01owp*","Matt Bettencourt","null","null","581","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*05zbu*","Aaron Beverly","null","null","582","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01owu*","Gaganjeet Bhullar","null","null","583","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*06bdg*","Taylor Bibbs","null","null","584","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01uzw*","John Bierkan","null","null","585","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*02h6i*","Tommy Biershenk","null","null","586","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*02718*","Bryan Bigley","null","null","587","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04lly*","Jesper Billing","null","null","588","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*031al*","Kyle Bilodeau","null","null","589","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04azi*","Wade Binfield","null","null","590","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*061an*","Brandon Bingaman","null","null","591","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03nuw*","Thomas Birdsey","null","null","592","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01ox6*","Greg Bisconti","null","null","593","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*028i1*","Lucas Bjerregaard","null","null","594","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*062i5*","Gudrun Bjorgvindottir","null","null","595","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01ox8*","Thomas Bjorn","null","null","596","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01ox9*","Henrik Bjornstad","null","null","597","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03o4u*","Jacques Blaauw","null","null","598","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*02nqr*","Chris W. Black","null","null","599","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
